pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
3696,Production Program of electricity from renewable energy,http://tunisia2020.com/en/projet/production-program-of-electricity-from-renewable-energy/,"The Ministry of Energy , Mines and Renewable Energies",Energy,Private,400,1000," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Creation of 1000 direct and indirect jobs 
Additional renewable energies production of about 555 GW per year, which is around 3% of the current national electricity production","  
                                 The projects will be carried out during the period 2017-2018, following the publication of the announcement concerning the grant of licenses and call for tenders relating to the purchase of concessions by the Ministry of Energy, Mines and Renewable Energies.",," 
                                 To be funded by private operators",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/138-électricité-énergies-renouvelables.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/138-%C3%A9lectricit%C3%A9-%C3%A9nergies-renouvelables.jpg', 'path': 'full/abff7a8f7f10c1a74a001bd09d4a1d55c63843dc.jpg', 'checksum': '06952e386fdef6496eeded61c6b6c33f'}]"
3372," Planning and development of ""Sebkha Ben Ghayadha"" ",http://tunisia2020.com/en/projet/planning-and-development-of-sebkha-ben-ghayadha/,"Ministry of Equipment, Housing and Territory Planning",Tourism,PPP,240,601,Mahdia," 
                                 Sustainable economic development of the area 
Valorization of the lake and improvement of the residents’ living environment","  
                                 The creation of an artificial lake and a leisure port on an area of 26 hectares with a depth varying between 2 and 4 meters. 
The development of the lake to transform The Sebkha into a new attractive tourism seaside on the international level through the creation of a tourist and recreation area. 
The creation of a multidisciplinary area : a  congress palace and international exhibitions and an administrative center that will contain many regional administrations. 
 
 
 
Feasibility studies: November, 2001  
Preparation of tenders documents for the outside arrangement: September, 2004 
Development plan: February, 2008",," 
                                 To be funded by Public-Private Partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/84-Sebkha.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/84-Sebkha.jpg', 'path': 'full/1797684a005e8fd0323eebc01c8d618250e0d732.jpg', 'checksum': '6534961535d09ed3826d005d45c93b5d'}]"
3396," Production project, packaging and export of almonds ",http://tunisia2020.com/en/projet/production-project-packaging-and-export-of-almonds/,Office of State Lands (OTD),Rural Development,PPP,3,8.3," Kasserine, Sidi Bouzid"," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Creation of jobs in the region 
Enhancing the agricultural export","  
                                 Planting new almond irrigation (700 ha) 
Creating a hulling and a packaging unit for almond  
Creation and equipment of three deep wells","  
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the state land will be concluded between the State and the company"," 
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the state land will be concluded between the State and the company",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/79-Amandes-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/79-Amandes-1.jpg', 'path': 'full/7036d46f261cc12e1fdd78cbbc3ded778b42fdbb.jpg', 'checksum': '867ae51690cd7f4d6de37bd08f663d53'}]"
3354,El Hassiane Sewage treatment plant in Grand-Tunis,http://tunisia2020.com/en/projet/el-hassiane-sewage-treatment-plant-in-grand-tunis/,"
 The National Sanitation Office (ONAS)",Water,PPP,60,150," Ariana, Manouba"," 
                                 To Increase the wastewater treatment capacity 
Connection and wastewater treatment generated by northern areas of Grand-Tunis 
Improving citizens' living conditions and national environmental security","  
                                 The creation of 5 new pumping plants for the transfer of waste water of the zone towards the plant of North-Tunis 
The transfer of waste water towards the new water-treatment plant of North-Tunis on 35 km 
The implementation of a new water-treatment plant with valuation of biogas and cogeneration with the following characteristics: 
Hydraulic load: 70400 m3/d 
Organic load: 33600 kg DBO5/d 
Capacity EH: 566 540 EH 
 
 
 
Ongoing studies (donation from World Bank)",," 
                                 The investment  to carry out this project is about: 
167 MDT for the treatment plant 
53 MDT for pumping and transfer plants",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/88-El-Hassiane-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/88-El-Hassiane-1.jpg', 'path': 'full/4458abdb05f5628cb919a1e9f57377e0c889399c.jpg', 'checksum': '77e534e19e8044b5b78d14d1920d4650'}]"
3362,Delegation of a collective exploitation of sanitation infrastructures,http://tunisia2020.com/en/projet/delegation-of-a-collective-exploitation-of-sanitation-infrastructures/,The National Sanitation Office (ONAS),Water,PPP,80,200," Ariana, Gabès, Médenine, Sfax, Tataouine, Tunis"," 
                                 Performance improvement of sanitation infrastructures 
Limitation of the rise in operating costs related to the achievement of environmental performance required by regulations 
Cover the shortfall in current and future staff of ONAS","  
                                 The project consists in delegating the exploitation of sanitation infrastructures of the following  lots: 
North-Tunis (Parts of governorates of Tunis and Ariana) : The exploited infrastructures are: 
1230km of network;  51 pumping plants  and 2 water-treatment plants 
South (Parts of governorates of Sfax, Gabes, Medenine and Tataouine): The exploited infrastructures are: 1703km of network; 102 pumping plants and 19 water-treatment plants 
 
 
 
 
Tender process: April-November 2017 
Contract signature: January 2018",," 
                                 To be funded by The National Sanitation Office by Public-Private Partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/85-Assainissement-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/85-Assainissement-1.jpg', 'path': 'full/1cb660097aa7c42287db19bd49f9b5a8192b45fa.jpg', 'checksum': '9186a6d3626fcc2ce3e1f1a36f79cd66'}]"
3344,Creation of a sea water desalination plant by reverse osmosis,http://tunisia2020.com/en/projet/creation-of-a-sea-water-desalination-plant-by-reverse-osmosis/,"
 The Tunisian Chemical Group",Water,PPP,40,100,Gabès," 
                                 Reduction of water table  exploitation and development of agricultural activities 
Guarantee the needs of Tunisian Chemical Group of unconventional  industrial water","  
                                 Seawater docking station 
Seawater Treatment Plant 
2 reverse osmosis desalination units with a capacity of 25,000 ��^3/day each 
Draining station of brackish water 
Storage and distribution station of water to the plants of the Tunisian Chemical Group 
 
 
Starting date: 2019",," 
                                 To be funded by The Tunisian Chemical Group by external loan or public-private partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/90-Dessalement-GCT.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/90-Dessalement-GCT.jpg', 'path': 'full/457372f7310852ee8d34091595b9929c6c3e6bc5.jpg', 'checksum': '938a0cc62f18e3d0424cf9f6046691d0'}]"
3357,Integrated management of domestic waste in the Northwest region of the Grand-Tunis,http://tunisia2020.com/en/projet/integrated-management-of-domestic-waste-in-the-northwest-region-of-the-grand-tunis/,"
 The National Waste Management Agency (ANGED)",Environment,PPP,60,150," Ariana, Manouba"," 
                                 Improve the collection service and ensure the cleanliness of cities 
Increase waste recovery rates and to be restricted to landfilling  final waste 
Improve the living conditions of citizens and national environmental security","  
                                 The collection and the transport of domestic waste for a population about 1.3 million inhabitants 
The creation and the management of a unit of treatment and of a domestic waste recycling with a capacity of 1200 tons/day 
 
 
Ongoing studies (funded from World Bank)",," 
                                 To be funded by The  National Waste Management Agency (ANGED) by Public-Private Partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/87-déchets-nord-ouest-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/87-d%C3%A9chets-nord-ouest-1.jpg', 'path': 'full/4bc567c57ae52d3b2baee34ace074ea13f7dd107.jpg', 'checksum': 'ca26ea0f795227314fac8454085b5d14'}]"
3393,Integrated agricultural project in the agricultural farm EL Khir – El Mhamdia-Governorate of Ben Arous,http://tunisia2020.com/en/projet/integrated-agricultural-project-in-the-agricultural-farm-el-khir-el-mhamdia-governorate-of-ben-arous/,"Ministry of Agriculture, Fishery and Water Resources",Rural Development,PPP,16,40,Ben Arous," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Creation of jobs in the region 
Enhancing the agricultural export","  
                                 Maintenance and rehabilitation of existing planting (dry olive 183 ha and 152 ha various irrigated fruit trees) 
Planting 300 hectares of olive trees 
Furnishing and equipment of irrigation Scheme 
Breeding female sheep : 2500 units 
The creation of a manufacturing unit of concentrated foods 
Storage and packaging unit and fruit processing 
The construction of a new modern oil unit with bottling chain 
Creating a processing unit 
Installing a water desalination unit by reverse osmosis",," 
                                 Creating a setting value and agricultural development society",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg', 'path': 'full/a62d8e217907737c38893b5e9c326067f8a38f3f.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
3390,Digital cultural signage of Tunisian heritage sites and buildings,http://tunisia2020.com/en/projet/digital-cultural-signage-of-tunisian-heritage-sites-and-buildings/,"The Association Sauvegarde de la Médina, Tunis (ASM)",Culture,Private,1,1.5," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 An attractive cultural and technological brand image for Tunisia 
Potential for further development (virtual reality) 
Constitution of decentralized know-how 
Increase in monuments and sites visits, with positive economic results","  
                                 Monuments and historical archeological sites will be equipped with a panel system (40x40 cm plate) displaying a description and a QR code connected to a dynamic database. The project has been approved by the Ministry of Culture and the Ministry of Tourism and Handicrafts. In numbers: 
20 sites;  3000 plates; 1 mobile app and 5 years of implementation 
A pilot phase including signage of painters and Sufi tourist routes in the village of Sidi Bou Said is ready for implementation.",," 
                                 Development and installation costs supported by the private sector (including sponsors and multimedia operators). 
Direct return on investment direct through advertising benefits.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/81-Signalétique-1.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/81-Signal%C3%A9tique-1.png', 'path': 'full/a4c9c55ff118816c5a12c8e2b242e43694adf0d7.jpg', 'checksum': 'd930003d2d4963f4fccc630ec7cc3b0e'}]"
3387,Manufacturing of modular housing project in an industrial way,http://tunisia2020.com/en/projet/manufacturing-of-modular-housing-project-in-an-industrial-way/,Universal Building Block,Real Estate,Private,52,130," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Creation and training   up to 30000 direct and indirect  employment. 
Creation of  regional  platforms 
Innovative, transportable and exportable technical concept 
100% Tunisian  raw materials 
Possibility  in floor  expansion  
Housing of high thermal performance 
Guarantee  of the construction and the materials used through the Decennial Insurance. 
Possibility of an integrated package including school activity,  animation center for young, green spaces, buildings for public service. ...","  
                                 Assembly plant 
A consulting firm 
Storage units 
Assembly Teams 
 
 
 
Completed studies  
Certification APAVE.",," 
                                 Investment to be made by private operators. The expected annual revenues:  138 million dinars for 2500 houses/year and the return period on initial investment is 5 years.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/82-Logements-modulaires-1.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/82-Logements-modulaires-1.png', 'path': 'full/1232eb4dcea34a754ff5632b093624121717d8b5.jpg', 'checksum': '577819baf7e94209b07aa0493e854d99'}]"
2331,Development of the agro-forestry-pastoral ecosystems,http://tunisia2020.com/en/projet/development-of-the-agro-forestry-pastoral-ecosystems/,,Environment,Public,48,120," Béja, Bizerte, Jendouba, Kasserine, Sidi Bouzid, Siliana"," 
                                 Socio-economic development related to forests and rangeland 
Income improvement of silviculturists 
Protection of natural resources","  
                                 The project has three components: 
Strengthening the integrated management of agro-forestry-pastoral landscapes 
Development of agro-forestry-pastoral value chains 
Strengthening the institutional and legal framework 
 
 
 
Formulation and identification of activities",," 
                                 The World Bank intends to co-finance the project",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/56-Agro-sylvo-pastoral.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/56-Agro-sylvo-pastoral.jpg', 'path': 'full/05a93c4cdfc196bb6ca85499fce7dbcf6d128cc6.jpg', 'checksum': '2c66c247559d1a38f640cbd3ce7deee5'}]"
2335,Rehabilitation and development of the coastline from the south of Sousse to the to south of Monastir,http://tunisia2020.com/en/projet/sousse-monastir-coastal-zone-development/,,Environment,Public,32,80," Monastir, Sousse"," 
                                 Promote the sustainable economic development of the area 
Protect the coastal zone from the urban pressure 
Improve the living conditions in the area","  
                                 Conception and implementation of a sustainable management solution for Sousse-Monastir coastal zone  
Integrated management of the coastal zone 
 
 
Studies have not yet started",," 
                                 To be funded by the Coast Protection Agency (APAL) by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/51-Littoral.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/51-Littoral.jpg', 'path': 'full/ebed4350e2d5f796a0b7c18e337862e40684f348.jpg', 'checksum': '854c24a986e2d09f8b35ba429668bb01'}]"
2333,Jendouba Ring Road,http://tunisia2020.com/en/projet/jendouba-ring-road/,,Infrastructure,Public,12,30,Jendouba," 
                                 Improve the level of service and comfort of road users in Jendouba 
Decongestion of traffic at the city of Jendouba 
Consolidation of the role played by the city of Jendouba as a Northwest trade hub  
Strengthen the inter-connectivity of northwest governorates","  
                                 Jendouba ring road: 2x2 road divided by a median strip over a length of 25 Km 
Infrastructure work 
 
 
Preliminary studies not yet started",," 
                                 To be funded by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/07-Autoroute-Jelma.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/07-Autoroute-Jelma.jpg', 'path': 'full/685eff7bfd243b11123c2e7b78072b77f94d140d.jpg', 'checksum': 'd436698bc4db5a74bf72cfcc6fb97dca'}]"
2330,Adaptation Program To Climate Change in Vulnerable Rural Areas,http://tunisia2020.com/en/projet/natural-resources-management-program-in-vulnerable-rural-areas/,,Environment,Public,58,140," Bizerte, Kairouan, Le Kef, Sidi Bouzid, Siliana"," 
                                 Develop agriculture in vulnerable areas (Bizerte, Le Kef, Siliana, Kairouan and Sidi Bouzid) and protect natural resources 
Improve rural infrastructure and enhance region governance 
Strengthen the political dialogue and improve public policies for sustainable natural resource management","  
                                 Collaborative planning and management of natural resources rural activities (diagnosis and management plan members, support to technical committees) 
Implementation of integrated investment management plans RN (board support the producer and their organization, land management actions)  
Institutional support and program coordination 
 
 
 
Project studies are completed",," 
                                 The AFD intends to co-finance the project",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/57-ZonesRuralesVulnerables.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/57-ZonesRuralesVulnerables.jpg', 'path': 'full/3f72f488e620aed4cfcc5a0182f55f3fd51b2113.jpg', 'checksum': 'f8b2cc034f5d06b688d4cbd04c3d1ed4'}]"
2336,The Digital School project,http://tunisia2020.com/en/projet/the-digital-school-project/,To be funded by an external loan,Education,Public,242,604," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Access to digital equipment for all students in all levels of education 
Fulfill equal opportunities principle for students in the use of information technology 
Achieve higher levels of quality education basically through: 
The integration of digital education in educational institutions 
The use of digital materials in the educational process 
The development of digital learning resources 
Enhance the relevance of education to the needs of each student through the provision of high-quality digital resources 
Improve ways of learning, which will allow the increase of internal results","  
                                 Acquisition of digital pedagogical resources  
Networking educational institutions and linking them within an integrated and open network for education sector 
Acquisition of digital equipment for the benefit of students and teachers 
Modernize computer labs equipment 
Trainers preparation  
 
 
 
The project has started for 52 primary schools: 2016-2017",,Financial arrangement,http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/50-Ecole-numerique.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/50-Ecole-numerique.jpg', 'path': 'full/53be226f84ae5847ce24670b707c34ba5294bfdf.jpg', 'checksum': 'b572edd09f88acf3e6c7da3a6f1938a2'}]"
2329,Waste Recycling Support Fund,http://tunisia2020.com/en/projet/waste-recycling-support-fund/,,Environment,Public,10,24," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Improve recycling rates and reduce pollution caused by solid wastes 
Develop economic clusters of recycling and recovery of waste","  
                                 A support fund for projects in the waste management sector: 
Facilities for waste sorting, preparation and packaging  
Composting plants or digesters for the recovery of organic waste 
Waste collect projects and related equipment  
Technical studies related to the assessment of environmental impacts and to the realization of projects 
 
 
Preliminary study completed",," 
                                 To be funded by the National Agency of Waste Management  (ANGED) by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/58-FondsValorisationDechets.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/58-FondsValorisationDechets.jpg', 'path': 'full/7b384840fcb5006fd81267b84def367f84d915c0.jpg', 'checksum': '0c2dbff3fb66bdd37ea46f23bf532409'}]"
2328,Taparura Project,http://tunisia2020.com/en/projet/taparura-project/,,Urbanization,PPP,450,1125,Sfax," 
                                 Upgrade the area and develop a new urban center with basic facilities and infrastructure to integrate it with the rest of the city of Sfax. 
Establish the coexistence between the natural environment and economic development, by providing a sustainable development dynamic that enhances the area’s economic appeal","  
                                 Build new housing, commercial activities and services, green spaces and areas of public facilities (420 ha): 
Marketable area : 190 ha 
Non-aedificandi area : 90 ha 
Streets: 80 ha 
Green area :  60 ha",," 
                                 Public-Private Partnership with the Company of Study and Development of the North Coast of the city of Sfax (SEACNVS)",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/59-Taparura.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/10/59-Taparura.jpg', 'path': 'full/e32d65ebde44c07e6e158448a9cddfb2a554afb2.jpg', 'checksum': '86402445ca8e6b84cc56e226625ac0ee'}]"
1346,Extension of the A3 Highway to Le Kef,http://tunisia2020.com/en/projet/extension-of-the-a3-highway-to-le-kef/,"
 Ministry of Equipment, Housing and Territory Planning",Transport,Public,280,700,Le Kef," 
                                 Integrate the governorate of Le Kef in the highway network and enhance its attractiveness 
Establish a link between Le Kef and the A3 highway in order to ensure a gain of time for road users and achieve higher levels of road safety","  
                                 Completion of a 100 km highway 
 
Studies not yet started",," 
                                 To be funded by external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/06-Autoroute-Kef.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/06-Autoroute-Kef.jpg', 'path': 'full/7a987140ee33d0c1f2a326da0dbac353f2fc2a91.jpg', 'checksum': '91cdd4580072904c464ba578b0f678c5'}]"
1347,Tunis- Kairouan-Sidi Bouzid-Kasserine-Gafsa Highway (1st section Tunis – Jelma),http://tunisia2020.com/en/projet/tunis-kairouan-sidi-bouzid-kasserine-gafsa-highway-1st-section-tunis-jelma/,"
 Ministry of Equipment, Housing and Territory Planning",Transport,Public,480,1200," Ben Arous, Gafsa, Kairouan, Kasserine, Sidi Bouzid, Tunis, Zaghouan"," 
                                 Boost regional development and enhance the attractiveness of central regions 
Achieve higher levels of road safety and enhance transportation conditions 
Reduce region disparities and enhance center regions’ inclusion","  
                                 Implementing 1st section of the highway linking Tunis to Jelma (188 km) 
 
 
Studies are completed",," 
                                 The project will be financed by external loan 
The European Investment Bank intend to co-finance the project",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/07-Autoroute-Jelma.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/07-Autoroute-Jelma.jpg', 'path': 'full/13a7168a4c8fc2a0e34ea09d6f5255ceaa68d2fc.jpg', 'checksum': 'd436698bc4db5a74bf72cfcc6fb97dca'}]"
1356,Sfax Metro,http://tunisia2020.com/en/projet/sfax-metro/,"
 Metro Company of Sfax",Transport,Public,240,600,Sfax," 
                                 Contribute to the decongestion of traffic in the greater Sfax 
Enhance public transport use rate in Sfax 
Improve the living environment by reducing noise and environmental pollution linked to road transport","  
                                 The project involves building a 13,5 km metro line linking Teniour to Soukra via the city center and the airport road 
 
 
Preliminary studies are completed 
The company responsible for carrying out the project was created",," 
                                 To be funded by  the Metro Company of Sfax by external  loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/18-Metro-Sfax.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/18-Metro-Sfax.jpg', 'path': 'full/ac390f97f18add167697eec8b2ee09e0359a6b95.jpg', 'checksum': 'ca15a4b47b777a8f7e61b2718c18abd5'}]"
1357,Duplication of the railway line Moknine - Mahdia,http://tunisia2020.com/en/projet/duplication-of-the-railway-line-moknine-mahdia/,"
 Tunisian Railway Company (SNCFT)",Transport,Public,50,130," Mahdia, Monastir"," 
                                 Objectives 
- Meet recent growing urbanization in Monastir and Mahdia (traffic increased by 10% a year) 
- Improve travel comfort 
- Strengthen the modal shift to rail 
- Strengthen the interconnectivity of cities and towns in the Sahel 
- Boost the development of tourism activities in Mahdia","  
                                 Components 
- Duplication of 25 km of the railway line 
- Electrification of the second line 
- Traffic signs between Monsatir and Mahdia 
- Bridges and other related infrastructure",," 
                                 To be funded by  the Tunisian Railway Company by external  loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/19-Metro-Sahel-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/19-Metro-Sahel-1.jpg', 'path': 'full/82d1257d45cb9af22576bdf4d3b5b2f7262e41a2.jpg', 'checksum': 'ed598c7f8a3b026d7ec3949b71263815'}]"
1366," Logistic Zones in Zarzis, Zaghouan and Ghannouch ",http://tunisia2020.com/en/projet/logistic-zones-in-zarzis-zaghouan-and-ghannouch/,"
 Ministry of Transport",Logistics,PPP,280,700," Gabès, Médenine, Zaghouan"," 
                                 Create a business environment to attract foreign investments and boost job creation 
Link and coordinate diverse transport facilities (highways, railways, ports, and airports) 
Control the flow of goods transported between regions and limit their transit to the downtown of cities 
Offer high added value services","  
                                 3 Logistic zones: Zarzis (200 ha), Zaghouan (100 ha) and Ghannouch (33 ha)  
3 Vital centers, 6 areas for packaging and storage of goods, 3 maintenance areas, 3 loading areas, 3 multifunction areas, 3 parking areas for cars and trucks, and green spaces 
 
 
Topographical studies are underway",," 
                                 To be funded by public-private partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/27-Logistique-Rades.tif,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/27-Logistique-Rades.tif', 'path': 'full/27c3927dd10820ca393259458f44793d2177e916.jpg', 'checksum': 'f58cefab8b7a2e7924199399626dfab8'}]"
1358,Bizerte Bridge,http://tunisia2020.com/en/projet/bizerte-bridge/,"
 Ministry of Equipment, Housing and Territory Planning",Transport,Public,240,600,Bizerte," 
                                 Unlock the city of Bizerte by building a new fixed bridge over the Bizerte Canal and connect it to the A4 highway  
Improve internal mobility in the city of Bizerte, the quality of life of its inhabitants and the connectivity to economic centers of the country, including the Grand Tunis. 
Acceleration of urban development of the town constrained by the spatial cut-off effect of the canal","  
                                 A 2 km Bridge with (2x2) lanes 
A 7 km (2x2) road connecting the A4 highway to the national road No. 11 
4 Highway interchanges 
 
Detailed studies of the project components are finished and approved 
Beginning of work: 2018",," 
                                 The European Investment Bank intend to co-finance the project  (50%)",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/20-Pont-Bizerte.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/20-Pont-Bizerte.png', 'path': 'full/8cd98134e428412c0b0acb55e2d81bd026eee54e.jpg', 'checksum': '6bc187f3353431e7aa00d9eb3f94ed9e'}]"
1359,Enfidha Deep Water Port,http://tunisia2020.com/en/projet/enfidha-deep-water-port/,"
 Ministry of Transport",Transport,PPP,600,1500,Sousse," 
                                 Make Tunisia a transshipment hub in the central Mediterranean 
Develop logistics activities with high added value 
Enhance commercial exchanges’ fluidity and reduce the associated cost and time allowing Tunisian exports to become more competitive in international markets 
Create 20 000 direct and indirect jobs 
Boost development of the Enfidha’s hinterland","  
                                 A deep water port  gathering a container terminal of 1500 m long to be constructed during the first phase allowing an international traffic of 3 million TEUs per year and a national container traffic 700 000 TEUs per year  
A multipurpose terminal of 560 m long with a capacity of 3 million tons per year. The draft will be 17 m 
 
 
Studies to be completed : 2016-2017 
Starting work : 2018",," 
                                 Public-Private Partnership (PPP)",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/21-Port-Enfidha.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/21-Port-Enfidha.jpg', 'path': 'full/72d5e3b731df12a15a9e97d8bdfb7692c69bb3e2.jpg', 'checksum': 'e7bc71889a04570af5e5ada2363cf5ee'}]"
2822," Support program for Education, Mobility, Research and Innovation (EMORI) ",http://tunisia2020.com/en/projet/support-program-for-education-mobility-research-and-innovation-emori/,,Education,Public,60,150," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Improve the performance and fairness of the education system 
Foster youth’s employability 
Guide research towards the needs of the productive fabric 
Better governance of the sector","  
                                 This program focuses on: 
The educational supports and furniture needed for preparatory classes students 
The implementation of training programs for teachers and trainers 
The development and consolidation of MOBIDOC device 
The creation of the National Quality Assurance Evaluation and Accreditation Forum",," 
                                 The project will be funded by the European Union",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/03-EMORI.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/03-EMORI.jpg', 'path': 'full/707b8dba1ac00332b348ff28ad7b9e0d2024484b.jpg', 'checksum': '4136b29edc21047b1a5f33205a585b0b'}]"
